show_id,type,title,director,date_added,rating,duration,description
80186796,Movie,Dancing with the Birds,Huw Cordey,23-Oct-19,TV-PG,52 min,"From ruffling their majestic feathers to nailing im-peck-able courtship routines, birds in paradise flaunt their best moves in hopes of landing a mate."
81060096,Movie,Daniel Sosa: Maleducado,"Alex Díaz, Marcos Bucay",27-Jun-19,TV-MA,55 min,"In his second stand-up special, Daniel Sosa reminisces about his childhood, ponders Mexican traditions and points out a major problem with ""Coco."""
80213024,Movie,Dany Boon: Des Hauts De France,Isabelle Nanty,4-May-18,TV-MA,113 min,"In an eclectic one-man show, French superstar Dany Boon reflects on his homeland, his first comedy gig and the challenges of parenting hostile teens."
80232330,Movie,Darc,Julius R. Nasso,1-May-18,TV-MA,98 min,"To bring down a global human trafficking ring, an Interpol agent recruits the help of a brutal criminal with inside knowledge of the yakuza."
81140577,Movie,Dave Chappelle: Sticks & Stones,Stan Lathan,26-Aug-19,TV-MA,66 min,"Dave Chappelle takes on gun culture, the opioid crisis and the tidal wave of celebrity scandals in a defiant stand-up special filmed in Atlanta."
80119177,Movie,Day of the Dead: Bloodline,Hèctor Hernández Vicens,5-Apr-18,R,91 min,"A former medical student battles for survival against an evil human-zombie hybrid determined to destroy her, in this reimagining of the 1985 classic."
81026329,Movie,De Film van Dylan Haegens,"Dylan Haegens, Bas van Teylingen",17-Apr-19,TV-PG,81 min,A YouTuber becomes obsessed with figuring out how his copycat archnemesis manages to steal all of his ideas.
80207473,Movie,Dead in a Week (Or Your Money Back),Tom Edmunds,1-Mar-19,TV-MA,90 min,"After several failed attempts at taking his own life, a young man hires an aging assassin who’ll do anything to fend off retirement."
81165325,Movie,Dead Kids,Mikhail Red,1-Dec-19,TV-MA,94 min,A socially awkward teen bonds with a group of misfits who plot to abduct the school's arrogant rich kid – until their kidnapping scheme turns deadly.
81147285,Movie,Deadcon,Caryn Waechter,16-Jan-20,TV-MA,78 min,"A group of uber-popular, social media influencers’ trip to a digital media festival grows dark when an evil spirit wants to lure them to their demise."
81050193,Movie,Deadly Scholars,Danny J. Boyle,15-Feb-19,TV-14,86 min,"After a series of strange deaths, a high school reporter tries to pin down the killer who's targeting students eligible for a prestigious scholarship."
81050190,Movie,Deadly Switch,Svetlana Cvetko,15-Jan-19,TV-PG,86 min,"In this indie thriller, a foreign exchange student moves in with her roommate's family who grieves over the daughter they would do anything to get back."
81045891,Movie,Dear Ex,"Hsu Chih-yen, Mag Hsu",1-Feb-19,TV-MA,100 min,"A teen navigates a bitter feud between his willful mom and a free-spirited man, who's the lover and insurance beneficiary of his recently deceased dad."
81132443,Movie,Deliha 2,Gupse Özay,27-Sep-19,TV-PG,102 min,"While chasing her dream of becoming a chef, Zeliha cooks up trouble in the kitchen with her wild, kooky and unsuspecting ways."
80082969,Movie,Delirium,Dennis Iliadis,1-Sep-18,R,96 min,A man with a history of mental issues moves into his late parents' mansion and comes to suspect his new home may be haunted.
80158802,Movie,Demetri Martin: The Overthinker,"Jay Karas, Demetri Martin",21-Jul-19,TV-MA,56 min,"With his signature one-liners and drawings, Demetri Martin muses on doughnut holes, dogs, sports bars, the alphabet's most aggressive letters and more."
80995737,Movie,Deon Cole: Cole Hearted,Ryan Polito,8-Oct-19,TV-MA,70 min,"Embracing his belief that comedy is the last raw form of expression, Deon Cole explains the right time to thank Jesus and the wrong time to say ""welp."""
81031939,Movie,Despite Everything,Gabriela Tagliavini,3-May-19,TV-MA,79 min,"After their mother's death, four sisters learn a shocking family secret and embark on an adventure to discover the truth about their genealogy."
81183572,Movie,Deviant Love,Michael Feifer,13-Sep-19,TV-14,87 min,"In a tailspin after her marriage collapses, Jamie falls for a helpful gentleman whose interest in her welfare hides sinister motives."
81010962,Movie,Di Renjie zhi Sidatianwang,Hark Tsui,6-Feb-19,TV-MA,132 min,"Framed by an empress who plans to steal a dragon-taming mace, imperial magistrate Dee Renjie soon uncovers a greater plot that threatens the kingdom."
80245601,Movie,DJ Cinderella,Bruno Garotti,14-Jun-19,TV-PG,95 min,"Fiercely independent and disillusioned with love, a teen DJ is determined to chart her own path, till a pop heartthrob falls for her awesome mix."
80182014,Movie,Dolemite Is My Name,Craig Brewer,25-Oct-19,R,118 min,"In 1970s LA, struggling comedian Rudy Ray Moore hits it big with his raunchy alter ego, Dolemite, then risks it all to take his act to the big screen."
81076055,Movie,Dolphin Kick,Philip Marlatt,5-Jun-19,TV-PG,90 min,"After losing his mom, 10-year-old Luke abandons competitive swimming. It takes a friendly dolphin to get him back in the water – and help him heal."
80200087,Movie,Domino,Brian De Palma,28-Sep-19,R,89 min,"A Copenhagen police officer hunts for the man who attacked his partner, only to stumble into a high-stakes game of espionage."
81164603,Movie,Doom: Annihilation,Tony Giglio,25-Dec-19,R,97 min,"When a swarm of soul-stealing demons invades a Martian moon, a group of elite space Marines must obliterate the beasts to save Earth."
81217738,Movie,Dorasaani,KVR Mahendra,20-Nov-19,TV-14,134 min,A village landlord's daughter and an educated commoner must decide if their budding forbidden love is worth resisting a repressive social hierarchy.
80990221,Movie,Dovlatov,Aleksey German,26-Oct-18,PG-13,126 min,"Over six days in 1971, brilliant writer Sergei Dovlatov encounters maddening barriers to publishing his work under the repressive Soviet regime."
80996790,Movie,Dr. Seuss' The Grinch,"Scott Mosier, Yarrow Cheney",5-Jun-19,PG,86 min,A grump with a mean streak plots to bring Christmas to a halt in the cheerful town of Whoville. But a generous little girl could change his heart.
81189912,Movie,Drive,Tarun Mansukhani,1-Nov-19,TV-14,119 min,"A notorious thief allies with a street racer for a grand heist involving an elaborate game of deceit with authorities, who have their own dirty secrets."
81039410,Movie,Dry Martina,Che Sandoval,11-May-19,TV-MA,100 min,An odd encounter with a fan and a tryst with that fan's ex-boyfriend leads a sexually adventurous singer on an escapade in Chile.
80115118,Movie,Duck Butter,Miguel Arteta,1-Jul-18,TV-MA,94 min,"Wary of dishonesty in relationships, two young women embark on a 24-hour experiment on intimacy, but their romance flounders as the clock winds down."
80195962,Movie,Duck Duck Goose,Chris Jenkins,20-Jul-18,PG,92 min,"As his flock's annual migration nears, a carefree goose is grounded with an injury and takes a pair of lost ducklings under his wing."
80192186,Movie,Dude,Olivia Milch,20-Apr-18,TV-MA,97 min,Four best friends navigate loss and major life changes – and smoke a lot of weed – during their last two weeks of high school.
80201490,Movie,Dumplin',Anne Fletcher,7-Dec-18,PG-13,110 min,"To prove a point about measuring up and fitting in, Texas teen Willowdean Dickson enters a local pageant run by her ex-beauty queen mom."
80244457,Movie,Earthquake Bird,Wash Westmoreland,15-Nov-19,R,107 min,"In 1980s Tokyo, an enigmatic expat is suspected of killing her friend, who's gone missing in the wake of their love triangle with a local photographer."
81045065,Movie,Echcharikkai,Sarjun,15-Jan-19,TV-14,127 min,"After kidnapping a millionaire’s daughter, two men get swept up in a power struggle as her father enlists a brilliant cop to hunt them down."
81034741,Movie,Echo in the Canyon,Andrew Slater,24-Oct-19,PG-13,82 min,"An affectionate documentary looks back at the mid-1960s, when Hollywood’s Laurel Canyon was a creative nexus for young, innovative musicians."
80232501,Movie,Edge of Fear,Bobby Roth,1-Nov-18,TV-MA,92 min,"During a wilderness getaway, a gang of sociopathic criminals kidnap a woman and assault her husband, who must summon all his strength to save her."
81041273,Movie,Edoardo Ferrario: Temi Caldi,Francesco Imperato,15-Mar-19,TV-MA,65 min,"Italian comedian Edoardo Ferrario riffs on life at 30 and unpacks the peculiarities of global travel, social media and people who like craft beer."
81052275,Movie,Ee Nagaraniki Emaindi,Tharun Bhascker,6-Sep-19,TV-14,133 min,"In Goa and in desperate need of cash, four childhood friends get another shot at making their long-abandoned dreams of becoming filmmakers come true."
81018233,Movie,Eeda,Ajithkumar,15-Sep-18,TV-14,153 min,Two young adults with families on opposite ends of the political spectrum fall in love in a Kerala city torn by violence.
81076749,Movie,Ek Ladki Ko Dekha Toh Aisa Laga,Shelly Chopra Dhar,2-Apr-19,TV-14,120 min,"As her family seeks to marry her off and a hopeful writer pursues her, a small-town woman struggles to reveal the long-hidden truth about who she loves."
81078819,Movie,El Camino: A Breaking Bad Movie,Vince Gilligan,11-Oct-19,TV-MA,123 min,"Fugitive Jesse Pinkman attempts to outrun his past. Written and directed by ""Breaking Bad"" creator Vince Gilligan, starring Aaron Paul."
80990725,Movie,El club de los insomnes,"Joseduardo Giordano, Sergio Goyri Jr.",30-Nov-18,TV-MA,82 min,"An insomniac, an aspiring photographer and a pregnant veterinarian form a unique friendship during late-night meetings at a 24-hour mini-mart."
81094074,Movie,"El Pepe, a Supreme Life",Emir Kusturica,27-Dec-19,TV-14,73 min,"In this intimate documentary, former Uruguayan President José ""Pepe"" Mujica talks about lessons he learned while in prison, his ideals and the future."
81196441,Movie,El sendero de la anaconda,Alessandro Angulo,15-Nov-19,TV-PG,74 min,"In the most remote areas of the Amazon jungle, a writer and his anthropologist friend meet communities who have resisted change for centuries."
81130373,Movie,El testigo,Kate Horne,28-Jun-19,TV-14,73 min,Colombian photojournalist Jesús Abad Colorado shares the stories behind a series of civil war photographs he captured throughout the '80s and '90s.
80206910,Movie,Eli,Ciarán Foy,18-Oct-19,TV-MA,98 min,"With his desperate parents in tow, an 11-year-old boy with a debilitating illness checks into an isolated clinic to undergo experimental therapy."
80121387,Movie,Elisa & Marcela,Isabel Coixet,7-Jun-19,TV-MA,119 min,"In 1901 Spain, Elisa Sánchez Loriga adopts a male identity in order to marry the woman she loves, Marcela Gracia Ibeas. Based on true events."
80215046,Movie,Elliot the Littlest Reindeer,Jennifer Westcott,1-Nov-19,PG,90 min,"When Blitzen suddenly retires, a miniature horse determined to join Santa's reindeer team faces fierce competition in the North Pole tryouts."
80217772,Movie,Enissa Amani: Ehrenwort,Max Amini,26-Apr-18,TV-MA,66 min,"Live from Hamburg, Iranian-German comedian Enissa Amani shares her take on German engineering, tax deductions and online fan-mail etiquette."
80225595,Movie,Entanglement,Jason James,9-Dec-18,TV-MA,85 min,"After his ailing father makes a shocking confession, a desperately depressed man sets out to find the woman he believes will change his destiny."
81143771,Movie,Enter the Anime,Alex Burunova,5-Aug-19,TV-MA,59 min,"What is anime? Through deep-dives with notable masterminds of this electrifying genre, this fast-paced peek behind the curtain seeks to find the answers."
80239565,Movie,Errementari: The Blacksmith and the Devil,Paul Urkijo Alijo,12-Oct-18,TV-MA,99 min,"A brutal blacksmith tortures a demon he blames for his misery, unaware a trespassing orphan is about to change everything. Based on Basque folklore."
81179693,Movie,Euphoria,Valeria Golino,1-Nov-19,R,110 min,"An entrepreneur prone to partying and his estranged brother, a teacher resigned to a humdrum life, begin to bond under fragile circumstances."
81045072,Movie,Evening Shadows,Sridhar Rangayan,27-Feb-19,TV-14,102 min,"When her son comes out to her as gay, a religious mother struggles to reconcile his truth with her own beliefs and their orthodox family values."
80996787,Movie,Everybody Knows,Asghar Farhadi,6-Jun-19,R,133 min,"Journeying back to her small Spanish hometown for her sister's wedding, Laura must grapple with long-buried secrets when her daughter is abducted."
81194544,Movie,Evvarikee Cheppoddu,Basava Shankar Eeday,27-Nov-19,TV-14,134 min,"When caste differences throw a wrench into their otherwise blossoming relationship, a couple must somehow convince the girl’s father to let them marry."
81167494,Movie,Expo,Joseph Mbah,29-Aug-19,TV-14,81 min,"Mistakenly accused of kidnapping, a veteran soldier leaves a trail of broken bad guys in his wake as he tries to rescue a teen sex trafficking victim."
80236421,Movie,Extinction,Ben Young,27-Jul-18,TV-MA,95 min,"Plagued by dreams of an alien invasion, a family man faces his worst nightmare when an extraterrestrial force begins exterminating Earth's inhabitants."
81028570,Movie,"Extremely Wicked, Shockingly Evil and Vile",Joe Berlinger,3-May-19,R,110 min,Single mother Liz falls for Ted Bundy and refuses to believe the truth about his crimes for years. A drama based on a true story.
80997602,Movie,Eye For An Eye,Paco Plaza,15-Jan-20,TV-MA,108 min,"A cartel boss is released from prison and unknowingly put in the care of a vengeful nurse, whose life was tragically impacted by the drug lord."
81025946,Movie,F.R.E.D.I.,Sean Olson,15-Dec-18,TV-PG,90 min,"Venturing into the woods, high schooler James discovers an intelligent robot that he must save from the hands of a businessman with an evil scheme."
81096745,Movie,Fadily Camara : La plus drôle de tes copines,Gautier & Leduc,14-Nov-19,TV-MA,54 min,"Irrepressible French comedian Fadily Camara weaves jokes, vivid characters and physical comedy into a lively stand-up show at La Cigale in Paris."
80196589,Movie,Fakkah Fuzz: Almost Banned,Michael McKay,26-Jan-18,TV-MA,61 min,Stand-up comic Fakkah Fuzz mines cross-cultural humor from the experience of growing up as an outspoken Malay man in Singapore.
81103093,Movie,Fall Girls,Chris Stokes,1-Jan-20,TV-14,80 min,"Following a night of hard partying that left their tycoon boss dead, four women try to keep it a secret in hopes of closing a billion-dollar deal."
80999781,Movie,Falling Inn Love,Roger Kumble,29-Aug-19,TV-PG,98 min,"When a San Francisco exec wins a New Zealand inn, she ditches city life to remodel and flip the rustic property with help from a handsome contractor."
80177300,Movie,Family Blood,Sonny Mallhi,5-May-18,TV-MA,92 min,"A former addict moves to a new city with her children for a fresh start, but her struggle soon takes on an unexpected, supernatural dimension."
81145277,Movie,Fanatic,Keith L. Smith,24-Aug-19,TV-14,91 min,"When a successful young rap star has an affair with an obsessive fan, his life is turned upside down when she kidnaps him."
80217689,Movie,Fary Is the New Black,Kader Aoun,3-Apr-18,TV-MA,75 min,"Armed with sly wit, a fresh outlook and plenty of style, French comedy star Fary veers from dating to stereotypes and beyond in this exclusive special."
81026327,Movie,Firebrand,Aruna Raje,22-Feb-19,TV-MA,117 min,"While she successfully advocates for her female clients in difficult divorce cases, a lawyer’s trauma from sexual assault impacts her own marriage."
81103108,Movie,First Impression,Arthur Muhammad,17-May-19,TV-14,96 min,"Unaware they’ve matched online, a struggling writer embellishes his lifestyle to impress a successful exec with whom he sparks an unexpected romance."
81164752,Movie,First Kiss,Roy Poortmans,1-Oct-19,TV-PG,90 min,A starry-eyed employee of a hot cosmetics company hires a dreamy photographer who is secretly indebted to a major rival – her sketchy aunt.
80117458,Movie,First Match,Olivia Newman,30-Mar-18,TV-MA,103 min,A tenacious high school girl raised in foster homes in the inner city tries to reconnect with her ex-con father by joining a boys wrestling team.
80205442,Movie,Fishtronaut: The Movie,"Célia Catunda, Kiko Mistrorigo, Rodrigo Eba",25-Apr-18,TV-Y,78 min,"Fishtronaut, Marina and Zeek travel to the big city in search of Grandpa, only to find that everyone else has mysteriously vanished too."
80234491,Movie,Flavors of Youth: International Version,"Xiaoxing Yi, Yoshitaka Takeuchi, Haoling Li",4-Aug-18,TV-PG,74 min,"Memories in a bowl of steaming noodles, a fading beauty finding her way and a bittersweet first love – all in these stories of city life in China."
80238607,Movie,Flock of Four,Gregory Caruso,1-Aug-18,TV-MA,83 min,"One night in 1959, four young musicians venture from Pasadena to South-Central Los Angeles in the hopes of hearing a living jazz legend play."
81092330,Movie,For Love or Money,Mark Murphy,16-Aug-19,TV-MA,95 min,"When a goofy but likable millionaire discovers his fiancée’s plan to steal his wealth, he devises an unromantic scheme to make her life a living hell."
81031008,Movie,For the Birds,Richard Miron,1-Sep-19,TV-MA,93 min,"A woman with a passion for fowl keeps a menagerie of birds that draws the ire of neighbors, animal rights advocates and even her own family."
80244782,Movie,Forgive Us Our Debts,Antonio Morabito,4-May-18,TV-MA,105 min,"Threatened by creditors, a newly unemployed man agrees to work for a debt collector, but soon discovers his deal with the devil has unexpected costs."
80223997,Movie,Fractured,Brad Anderson,11-Oct-19,TV-MA,100 min,"After his wife and injured daughter disappear from an ER, a man conducts a panicked search and becomes convinced the hospital is hiding something."
81006826,Movie,Franco Escamilla: Bienvenido al mundo,Ulises Valencia,17-Apr-19,TV-MA,54 min,"Comedian Franco Escamilla shares stories about parenting his children when they get into trouble, with reflections on gender, friendship and romance."
81003981,Movie,"Frankenstein’s Monster’s Monster, Frankenstein",Daniel Gray Longino,16-Jul-19,TV-14,32 min,"When actor David Harbour finds lost footage of his father's disastrous televised stage play of a literary classic, he uncovers shocking family secrets."
81075519,Movie,Furie,Le Van Kiet,25-Sep-19,TV-MA,97 min,"When traffickers kidnap her daughter from their village, vengeful Hai Phuong returns to Saigon – and her outlaw roots – to take down the abductors."
80170187,Movie,Gad Elmaleh: American Dream,Michael Simon,6-Mar-18,TV-14,58 min,"In his first English-language special, comedian Gad Elmaleh gleefully digs into America's food obsessions, dating culture, slang and more."
81151880,Movie,Game Over (Hindi Version),Ashwin Saravanan,21-Aug-19,TV-MA,98 min,"As a series of murders hit close to home, a video game designer with post-traumatic stress must confront her demons, or risk becoming their victim."
80169617,Movie,"Game Over, Man!",Kyle Newacheck,23-Mar-18,TV-MA,102 min,Three buddies with big dreams go from underachieving slackers to badass warriors when their posh hotel is taken over by terrorists.
80994130,Movie,Garbage,Qaushiq Mukherjee,1-Sep-18,TV-MA,109 min,The lives of a fundamentalist online troll and a woman reeling from a sex tape gone viral become dangerously intertwined in this provocative thriller.
81072917,Movie,Gatao 2: Rise of the King,Yen Cheng-kuo,9-May-19,TV-MA,126 min,"When a zealous gang leader plans to take out a friend-turned-rival for control of his turf, internal tensions complicate the battle to be the boss."
80180851,Movie,Gemini,P.K. Baaburaaj,1-Jul-18,TV-PG,130 min,"Despite growing up with traits that set her apart from her peers, a young adopted girl discovers her gift when she takes an interest in spelling bees."
81057246,Movie,Genius,Suseenthiran,17-Feb-19,TV-14,96 min,Extreme pressure from his father to excel at school during childhood has dangerous psychological effects on a brilliant but suicidal man’s adult life.
81088083,Movie,Ghost Stories,"Anurag Kashyap, Dibakar Banerjee, Karan Johar, Zoya Akhtar",1-Jan-20,TV-MA,145 min,"The directors of Emmy-nominated ""Lust Stories"" (Zoya Akhtar, Anurag Kashyap, Dibakar Banerjee and Karan Johar) reunite for this quartet of thrillers."
81004374,Movie,Girl,Lukas Dhont,15-Mar-19,R,106 min,Fifteen-year-old ballet dancer Lara faces physical and emotional hurdles as she prepares for gender confirmation surgery. Inspired by a true story.
80198508,Movie,Girls With Balls,Olivier Afonso,26-Jul-19,TV-MA,77 min,"Stranded in the woods and eyeballed by twisted hunters, members of a women’s volleyball team bump it up in the most dangerous game of their lives."
80232279,Movie,Gnome Alone,Peter Lepeniotis,19-Oct-18,PG,86 min,"After moving into a new house with her mom, high schooler Chloe discovers a troupe of talking garden gnomes who need her help saving the world."
81162089,Movie,GO! The Unforgettable Party,Mauro Scandolari,15-Nov-19,TV-PG,60 min,"Mía's vacation with her dad is disrupted by the surprise arrival of Lupe, Mercedes, Juanma and Álvaro as their school drama moves lakeside."
80131616,Movie,God Bless the Broken Road,Harold Cronk,9-Feb-19,PG,111 min,"After a young mother is widowed by war, her faith is tested as she struggles to stay afloat financially and raise her daughter."
80211590,Movie,God's Not Dead: A Light in Darkness,Michael Mason,4-Dec-18,PG,106 min,"After a fire breaks out at his church, a pastor faces a legal battle against university leaders who wish to push the congregation off the campus."
80180376,Movie,GODZILLA City on the Edge of Battle,"Kobun Shizuno, Hiroyuki Seshita",18-Jul-18,TV-14,101 min,"On Earth, Haruo and his companions make contact with the indigenous Houtua tribe. To defeat Godzilla, they set out for the old Mechagodzilla facility."
80988262,Movie,Going for Gold,Clay Glen,15-Jul-18,TV-G,88 min,"After moving to Australia, an American teen convinces her new friends to form a cheer squad and take on their biggest rivals in competition."
81018234,Movie,Goli Soda 2,Vijay Milton,15-Sep-18,TV-MA,128 min,"A taxi driver, a gangster and an athlete struggle to better their lives despite obstacles like crooked politicians, evil dons and caste barriers."
80239710,Movie,Gone are the Days,Mark Landre Gould,1-Jan-19,R,100 min,"As a notorious outlaw comes to grips with his past, he reconnects with his estranged daughter and gets one more shot to make things right."
80998967,Movie,Good Sam,Kate Melville,16-May-19,TV-PG,90 min,A curious reporter finds love while pursuing the story of a mysterious figure who's leaving bags of cash for strangers around New York City.
81031181,Movie,Goyo: The Boy General,Jerrold Tarog,26-Jan-19,TV-MA,150 min,"Brash ladies' man Gregorio ""Goyo"" del Pilar rises to become one of the Philippines' youngest generals in this historical epic sequel to ""Heneral Luna."""
81045499,Movie,Grand-Daddy Day Care,Ron Oliver,25-Dec-19,PG-13,96 min,A frustrated novelist with money problems opens an unsanctioned senior center at his house to make quick cash and occupy his cumbersome father-in-law.
80158875,Movie,Greg Davies: You Magnificent Beast,Peter Orton,10-Apr-18,TV-MA,66 min,"British comedian Greg Davies revisits terrifying dates, manscaping disasters, his father's pranks and more in a savagely funny stand-up special."
81084225,Movie,Grego Rossello: Disculpe las molestias,Juani Libonatti,31-Oct-19,TV-MA,65 min,"Argentine comedian Grego Rossello takes the stage in Buenos Aires to share his takes on modern stardom, airline dining, brotherly love and more."
80199806,Movie,Gun City,Dani de la Torre,31-Oct-18,TV-MA,126 min,"In 1921 Barcelona, amid unrest between anarchists and the police, a cop plays both sides to learn who stole army weapons that could ignite a civil war."
81217737,Movie,Guna 369,Arjun Jandyala,15-Nov-19,TV-MA,143 min,A pampered but kind-hearted average joe ditches his romancing and peacekeeping ways when he’s framed for a murder he didn’t commit.
81074140,Movie,Hajwala 2: Mysterious Mission,"Ibrahim Bin Mohamed, Hasan Aljaberi",8-Mar-19,TV-14,116 min,"In this sequel, a group of expert drivers skilled in drifting and high-speed racing is recruited to perform obscure tasks for a shadowy gang."
81038832,Movie,Halkaa,Nila Madhab Panda,15-Nov-18,TV-14,111 min,"Up against a corrupt government official and crushing poverty, a young boy in the Delhi slums attempts to raise funds to build himself his own toilet."
81123050,Movie,Hamid,Aijaz Khan,15-May-19,TV-14,108 min,"Wanting his missing father to come home, a Kashmiri boy repeatedly attempts to call God for help – until one day, a hardened army officer picks up."
80233611,Movie,Hannah Gadsby: Nanette,"Madeleine Parry, Jon Olb",19-Jun-18,TV-MA,70 min,"Australian comic Hannah Gadsby reshapes standard stand-up by pairing punchlines with personal revelations on gender, sexuality and childhood turmoil."
80190946,Movie,Hans Teeuwen: Real Rancour,Doesjka van Hoogdalem,1-Jul-17,TV-MA,86 min,"Comedian Hans Teeuwen rebels against political correctness, proclaims himself Britain's moral leader and takes on Donald Trump."
81049950,Movie,Hantu Kak Limah,Mamat Khalid,31-Jan-19,TV-14,110 min,"When Kak Limah turns up dead shortly after her marriage to a much younger man, her pesky ghost haunts the villagers, who can't seem to get rid of her."
80143362,Movie,Happy Anniversary,Jared Stern,30-Mar-18,TV-MA,78 min,A quirky couple spends their three-year dating anniversary looking back at their relationship and contemplating whether they should break up.
81004245,Movie,Happy as Lazzaro,Alice Rohrwacher,30-Nov-18,PG-13,127 min,"Purehearted teen Lazzaro is content living as a sharecropper in rural Italy, but an unlikely friendship with the marquise's son will change his world."
80213657,Movie,Hari Kondabolu: Warn Your Relatives,Bobcat Goldthwait,8-May-18,TV-MA,67 min,"Hari Kondabolu breaks down identity politics, celebrity encounters, his mango obsession and more in an unpredictable stand-up comedy special."
80990534,Movie,Haunting on Fraternity Row,Brant Sersen,1-Mar-19,TV-MA,99 min,"When a fraternity's last big luau serves up horrible deaths to its partygoers, the brothers learn firsthand about their house’s frightening history."
80990532,Movie,He's Out There,Quinn Lasher,12-Jan-19,R,89 min,"While vacationing at a remote lake house, a mother and her daughters become pawns in the twisted game of an ax-wielding psychopath."
81037283,Movie,Head Count,Elle Callahan,13-Sep-19,TV-MA,90 min,A group of college students on a weekend getaway accidentally summon a supernatural entity intent on using them for its deadly ritual.
80244973,Movie,"Hello, Privilege. It's Me, Chelsea",Alex Stapleton,13-Sep-19,TV-MA,65 min,"In this documentary, Chelsea Handler explores how white privilege impacts American culture – and the ways it’s benefited her own life and career."
81103139,Movie,Her Only Choice,Christel Gibson,2-May-19,TV-14,87 min,A woman must decide if she’s willing to end her pregnancy to save her own life after being diagnosed with breast cancer.
81094667,Movie,Hidden in Plain Sight,Stacia Crawford,1-May-19,TV-14,87 min,A woman stages her own suicide but still lives in fear of her abusive ex-boyfriend tracking her down and stealing the son he never knew he had.
81217746,Movie,High End Yaariyan,Pankaj Batra,1-Dec-19,TV-14,120 min,"From romantic pursuits to their friendship, a trio of young men navigate the complexities of relationships while sharing a London apartment."
80991400,Movie,High Flying Bird,Steven Soderbergh,8-Feb-19,TV-MA,91 min,"When an NBA lockout sidelines his big rookie client, an agent hatches a bold plan to save their careers – and disrupt the league's power structure."
81026705,Movie,High Society,Byun Hyuk,29-Jan-19,TV-MA,137 min,"A deputy curator of a chaebol-funded art gallery and her husband, a politically ambitious economics professor, will do anything to join the über-elite."
80157072,Movie,Hold the Dark,Jeremy Saulnier,28-Sep-18,TV-MA,126 min,"In the grim Alaskan winter, a naturalist hunts for wolves blamed for killing a local boy, but he soon finds himself swept into a chilling mystery."
81033086,Movie,Holiday Rush,Leslie Small,28-Nov-19,TV-PG,94 min,A widowed radio DJ and his four spoiled kids need to tighten their belts and pull together when their life of luxury turns lean just before Christmas.
81083786,Movie,Holly Star,Michael A. Nickles,1-Nov-19,PG,92 min,"Home for the holidays, a broke puppeteer knows there’s treasure buried somewhere under her town. To find it, all she has to do is die – almost."
81183570,Movie,Home Is Where the Killer Is,Kaila York,9-Oct-19,TV-14,87 min,"Recovering from cancer, a young woman thinks she’s found a friend when she rents a room from a caring ex-doctor. But empathy soon becomes obsession."
80235025,Movie,Honey: Rise Up and Dance,Bille Woodruff,3-Apr-18,PG-13,100 min,"Despite discouragement from her loved ones, a talented street dancer tries out for an exclusive dance crew in a bid to win a college scholarship."
81019924,Movie,Hope Aur Hum,Sudip Bandyopadhyay,1-Sep-18,TV-14,95 min,"A multigenerational household navigates daily life, evolving relationships and clashes between old and new mindsets in this light family drama."
81003058,Movie,Hope Springs Eternal,Jack C. Newell,8-Nov-18,PG,79 min,"When a teen with terminal cancer miraculously finds herself in remission, she struggles to give up the attention her illness gave her at school."
80233925,Movie,Hotel Transylvania 3: Summer Vacation,Genndy Tartakovsky,24-Jan-19,PG,97 min,"It's love at first sight for Dracula when he meets Ericka, the charming but mysterious captain of the monster cruise that Mavis plans for the family."
81076114,Movie,House Arrest,"Shashanka Ghosh, Samit Basu",15-Nov-19,TV-14,105 min,A world-weary man’s self-imposed home confinement becomes a comedy of errors with the simultaneous arrivals of a peculiar package and a curious journalist.
81109078,Movie,How High 2,Bruce Leddy,31-Dec-19,TV-MA,89 min,"When a pair of friends uncover a weed Bible, their magical stash gets stolen, sending them on a pot-fueled quest through Atlanta to find it."
81020005,Movie,How to Get Over a Breakup,"Joanna Lombardi, Bruno Ascenzo",20-Oct-18,TV-MA,104 min,"A heartbroken ad copywriter living in Lima, Peru, is inspired to write a blog about life as a single woman and is surprised by her website's success."
80202176,Movie,Hurricane Bianca: From Russia With Hate,Matt Kugelman,15-Aug-18,TV-MA,85 min,"When Texas teacher Richard is lured to Russia under false pretenses by his enemy Deb, his drag alter ego Bianca soon turns the country upside down."
80210602,Movie,I Am Maris,Laura VanZee Taylor,1-Apr-19,TV-14,54 min,"Through her own words and art, a young woman details the healing power of yoga in her struggle with anorexia and her journey to self-acceptance."
80227090,Movie,I Am Mother,Grant Sputore,7-Jun-19,TV-14,114 min,"Following humanity's mass extinction, a teen raised alone by a maternal droid finds her entire world shaken when she encounters another human."
80175421,Movie,I Am not an Easy Man,Eleonore Pourriat,13-Apr-18,TV-MA,99 min,A shameless chauvinist gets a taste of his own medicine when he wakes up in a world dominated by women and locks horns with a powerful female author.
80989338,Movie,I Am Vengeance,Ross Boyask,22-Dec-18,R,93 min,"After learning that an ex-military friend and his parents were killed, the highly trained John Gold comes to town seeking answers and revenge."
81120982,Movie,I Lost My Body,Jérémy Clapin,29-Nov-19,TV-MA,81 min,"Romance, mystery and adventure intertwine as a young man falls in love and a severed hand scours Paris for its owner in this mesmerizing animated film."
80195049,Movie,Ibiza,Alex Richanbach,25-May-18,TV-MA,94 min,"When Harper is sent to Spain for an important work meeting, her hard-partying friends tag along and convince her to pursue a fling with a famous DJ."
